"","date","time","U","W_tilt","W_stow","B","E_stow","E_tilt"
"191","04/22/2023"," 04:30:00 PM",0,0,0,0,0,0
"192","04/22/2023"," 04:45:00 PM",0,0,0,0,0,0
"193","04/22/2023"," 05:00:00 PM",0,0,0,0,0,0
"194","04/22/2023"," 05:15:00 PM",0,0,0,0,0,0
"195","04/22/2023"," 05:30:00 PM",0,0,0,0,0,0
"196","04/22/2023"," 05:45:00 PM",0,0,0,0,0,0
"197","04/22/2023"," 06:00:00 PM",0,0,0,0,0,0
"198","04/22/2023"," 06:15:00 PM",0,0,0,0,0,0
"199","04/22/2023"," 06:30:00 PM",0,0,0,0,0,0
"200","04/22/2023"," 06:45:00 PM",0,0,0,0,0,0
"201","04/22/2023"," 07:00:00 PM",0,0,0,0,0,0
"202","04/22/2023"," 07:15:00 PM",0,0,0,0,0,0
"203","04/22/2023"," 07:30:00 PM",0,0,0,0,0,0
"204","04/22/2023"," 07:45:00 PM",0,0,0,0,0,0
"205","04/22/2023"," 08:00:00 PM",0,0,0,0,0,0
"206","04/22/2023"," 08:15:00 PM",0,0,0,0,0,0
"207","04/22/2023"," 08:30:00 PM",0,0,0,0,0,0
"208","04/22/2023"," 08:45:00 PM",0,0,0,0,0,0
"209","04/22/2023"," 09:00:00 PM",0,0,0,0,0,0
"210","04/22/2023"," 09:15:00 PM",0,0,0,0,0,0
"211","04/22/2023"," 09:30:00 PM",0,0,0,0,0,0
"212","04/22/2023"," 09:45:00 PM",0,0,0,0,0,0
"213","04/22/2023"," 10:00:00 PM",0,0,0,0,0,0
"214","04/22/2023"," 10:15:00 PM",0,0,0,0,0,0
"215","04/22/2023"," 10:30:00 PM",0,0,0,0,0,0
"216","04/22/2023"," 10:45:00 PM",0,0,0,0,0,0
"217","04/22/2023"," 11:00:00 PM",0,0,0,0,0,0
"218","04/22/2023"," 11:15:00 PM",0,0,0,0,0,0
"219","04/22/2023"," 11:30:00 PM",0,0,0,0,0,0
"220","04/22/2023"," 11:45:00 PM",0,0,0,0,0,0
"221","04/23/2023"," 12:00:00 AM",0,0,0,0,0,0
"222","04/23/2023"," 12:15:00 AM",0,0,0,0,0,0
"223","04/23/2023"," 12:30:00 AM",0,0,0,0,0,0
"224","04/23/2023"," 12:45:00 AM",0,0,0,0,0,0
"225","04/23/2023"," 01:00:00 AM",0,0,0,0,0,0
"226","04/23/2023"," 01:15:00 AM",0,0,0,0,0,0
"227","04/23/2023"," 01:30:00 AM",0,0,0,0,0,0
"228","04/23/2023"," 01:45:00 AM",0,0,0,0,0,0
"229","04/23/2023"," 02:00:00 AM",0,0,0,0,0,0
"230","04/23/2023"," 02:15:00 AM",0,0,0,0,0,0
"231","04/23/2023"," 02:30:00 AM",0,0,0,0,0,0
"232","04/23/2023"," 02:45:00 AM",0,0,0,0,0,0
"233","04/23/2023"," 03:00:00 AM",0,0,0,0,0,0
"234","04/23/2023"," 03:15:00 AM",0,0,0,0,0,0
"235","04/23/2023"," 03:30:00 AM",0,0,0,0,0,0
"236","04/23/2023"," 03:45:00 AM",0,0,0,0,0,0
"237","04/23/2023"," 04:00:00 AM",0,0,0,0,0,0
"238","04/23/2023"," 04:15:00 AM",0,0,0,0,0,0
"239","04/23/2023"," 04:30:00 AM",0,0,0,0,0,0
"240","04/23/2023"," 04:45:00 AM",0,0,0,0,0,0
"241","04/23/2023"," 05:00:00 AM",0,0,0,0,0,0
"242","04/23/2023"," 05:15:00 AM",0,0,0,0,0,0
"243","04/23/2023"," 05:30:00 AM",0,0,0,0,0,0
"244","04/23/2023"," 05:45:00 AM",0,0,0,0,0,0
"245","04/23/2023"," 06:00:00 AM",0,0,0,0,0,0
"246","04/23/2023"," 06:15:00 AM",0,0,0,0,0,0
"247","04/23/2023"," 06:30:00 AM",0,0,0,0,0,0
"248","04/23/2023"," 06:45:00 AM",0,0,0,0,0,0
"249","04/23/2023"," 07:00:00 AM",0,0,0,0,0,0
"250","04/23/2023"," 07:15:00 AM",0,0,0,0,0,0
"251","04/23/2023"," 07:30:00 AM",0,0,0,0,0,0
"252","04/23/2023"," 07:45:00 AM",0,0,0,0,0,0
"253","04/23/2023"," 08:00:00 AM",0,0,0,0,0,0
"254","04/23/2023"," 08:15:00 AM",0,0,0,0,0,0
"255","04/23/2023"," 08:30:00 AM",0,0,0,0,0,0
"256","04/23/2023"," 08:45:00 AM",0,0,0,0,0,0
"257","04/23/2023"," 09:00:00 AM",0,0,0,0,0,0
"258","04/23/2023"," 09:15:00 AM",0,0,0,0,0,0
"259","04/23/2023"," 09:30:00 AM",0,0,0,0,0,0
"260","04/23/2023"," 09:45:00 AM",0,0,0,0,0,0
"261","04/23/2023"," 10:00:00 AM",0,0,0,0,0,0
"262","04/23/2023"," 10:15:00 AM",0,0,0,0,0,0
"263","04/23/2023"," 10:30:00 AM",0,0,0,0,0,0
"264","04/23/2023"," 10:45:00 AM",0,0,0,0,0,0
"265","04/23/2023"," 11:00:00 AM",0,0,0,0,0,0
"266","04/23/2023"," 11:15:00 AM",0,0,0,0,0,0
"267","04/23/2023"," 11:30:00 AM",0,0,0,0,0,0
"268","04/23/2023"," 11:45:00 AM",0,0,0,0,0,0
"269","04/23/2023"," 12:00:00 PM",0,0,0,0,0,0
"270","04/23/2023"," 12:15:00 PM",0,0,0,0,0,0
"271","04/23/2023"," 12:30:00 PM",0,0,0,0,0,0
"272","04/23/2023"," 12:45:00 PM",0,0,0,0,0,0
"273","04/23/2023"," 01:00:00 PM",0,0,0,0,0,0
"274","04/23/2023"," 01:15:00 PM",0,0,0,0,0,0
"275","04/23/2023"," 01:30:00 PM",0,0,0,0,0,0
"276","04/23/2023"," 01:45:00 PM",0,0,0,0,0,0
"277","04/23/2023"," 02:00:00 PM",0,0,0,0,0,0
"278","04/23/2023"," 02:15:00 PM",0,0,0,0,0,0
"279","04/23/2023"," 02:30:00 PM",0,0,0,0,0,0
"280","04/23/2023"," 02:45:00 PM",0,0,0,0,0,0
"281","04/23/2023"," 03:00:00 PM",0,0,0,0,0,0
"282","04/23/2023"," 03:15:00 PM",0,0,0,0,0,0
"283","04/23/2023"," 03:30:00 PM",0,0,0,0,0,0
"284","04/23/2023"," 03:45:00 PM",0,0,0,0,0,0
"285","04/23/2023"," 04:00:00 PM",0,0,0,0,0,0
"286","04/23/2023"," 04:15:00 PM",0,0,0,0,0,0
"287","04/23/2023"," 04:30:00 PM",0,0,0,0,0,0
"288","04/23/2023"," 04:45:00 PM",0,0,0,0,0,0
"289","04/23/2023"," 05:00:00 PM",0,0,0,0,0,0
"290","04/23/2023"," 05:15:00 PM",0,0,0,0,0,0
"291","04/23/2023"," 05:30:00 PM",0,0,0,0,0,0
"292","04/23/2023"," 05:45:00 PM",0,0,0,0,0,0
"293","04/23/2023"," 06:00:00 PM",0,0,0,0,0,0
"294","04/23/2023"," 06:15:00 PM",0,0,0,0,0,0
"295","04/23/2023"," 06:30:00 PM",0,0,0,0,0,0
"296","04/23/2023"," 06:45:00 PM",0,0,0,0,0,0
"297","04/23/2023"," 07:00:00 PM",0,0,0,0,0,0
"298","04/23/2023"," 07:15:00 PM",0,0,0,0,0,0
"299","04/23/2023"," 07:30:00 PM",0,0,0,0,0,0
"300","04/23/2023"," 07:45:00 PM",0,0,0,0,0,0
"301","04/23/2023"," 08:00:00 PM",0,0,0,0,0,0
"302","04/23/2023"," 08:15:00 PM",0,0,0,0,0,0
"303","04/23/2023"," 08:30:00 PM",0,0,0,0,0,0
"304","04/23/2023"," 08:45:00 PM",0,0,0,0,0,0
"305","04/23/2023"," 09:00:00 PM",0,0,0,0,0,0
"306","04/23/2023"," 09:15:00 PM",0,0,0,0,0,0
"307","04/23/2023"," 09:30:00 PM",0,0,0,0,0,0
"308","04/23/2023"," 09:45:00 PM",0,0,0,0,0,0
"309","04/23/2023"," 10:00:00 PM",0,0,0,0,0,0
"310","04/23/2023"," 10:15:00 PM",0,0,0,0,0,0
"311","04/23/2023"," 10:30:00 PM",0,0,0,0,0,0
"312","04/23/2023"," 10:45:00 PM",0,0,0,0,0,0
"313","04/23/2023"," 11:00:00 PM",0,0,0,0,0,0
"314","04/23/2023"," 11:15:00 PM",0,0,0,0,0,0
"315","04/23/2023"," 11:30:00 PM",0,0,0,0,0,0
"316","04/23/2023"," 11:45:00 PM",0,0,0,0,0,0
"317","04/24/2023"," 12:00:00 AM",0,0,0,0,0,0
"318","04/24/2023"," 12:15:00 AM",0,0,0,0,0,0
"319","04/24/2023"," 12:30:00 AM",0,0,0,0,0,0
"320","04/24/2023"," 12:45:00 AM",0,0,0,0,0,0
"321","04/24/2023"," 01:00:00 AM",0,0,0,0,0,0
"322","04/24/2023"," 01:15:00 AM",0,0,0,0,0,0
"323","04/24/2023"," 01:30:00 AM",0,0,0,0,0,0
"324","04/24/2023"," 01:45:00 AM",0,0,0,0,0,0
"325","04/24/2023"," 02:00:00 AM",0,0,0,0,0,0
"326","04/24/2023"," 02:15:00 AM",0,0,0,0,0,0
"327","04/24/2023"," 02:30:00 AM",0,0,0,0,0,0
"328","04/24/2023"," 02:45:00 AM",0,0,0,0,0,0
"329","04/24/2023"," 03:00:00 AM",0,0,0,0,0,0
"330","04/24/2023"," 03:15:00 AM",0,0,0,0,0,0
"331","04/24/2023"," 03:30:00 AM",0,0,0,0,0,0
"332","04/24/2023"," 03:45:00 AM",0,0,0,0,0,0
"333","04/24/2023"," 04:00:00 AM",0,0,0,0,0,0
"334","04/24/2023"," 04:15:00 AM",0,0,0,0,0,0
"335","04/24/2023"," 04:30:00 AM",0,0,0,0,0,0
"336","04/24/2023"," 04:45:00 AM",0,0,0,0,0,0
"337","04/24/2023"," 05:00:00 AM",0,0,0,0,0,0
"338","04/24/2023"," 05:15:00 AM",0,0,0,0,0,0
"339","04/24/2023"," 05:30:00 AM",0,0,0,0,0,0
"340","04/24/2023"," 05:45:00 AM",0,0,0,0,0,0
"341","04/24/2023"," 06:00:00 AM",0,0,0,0,0,0
"342","04/24/2023"," 06:15:00 AM",0,0,0,0,0,0
"343","04/24/2023"," 06:30:00 AM",0,0,0,0,0,0
"344","04/24/2023"," 06:45:00 AM",0,0,0,0,0,0
"345","04/24/2023"," 07:00:00 AM",0,0,0,0,0,0
"346","04/24/2023"," 07:15:00 AM",0,0,0,0,0,0
"347","04/24/2023"," 07:30:00 AM",0,0,0,0,0,0
"348","04/24/2023"," 07:45:00 AM",0,0,0,0,0,0
"349","04/24/2023"," 08:00:00 AM",0,0,0,0,0,0
"350","04/24/2023"," 08:15:00 AM",0,0,0,0,0,0
"351","04/24/2023"," 08:30:00 AM",0,0,0,0,0,0
"352","04/24/2023"," 08:45:00 AM",0,0,0,0,0,0
"353","04/24/2023"," 09:00:00 AM",0,0,0,0,0,0
"354","04/24/2023"," 09:15:00 AM",0,0,0,0,0,0
"355","04/24/2023"," 09:30:00 AM",0,0,0,0,0,0
"356","04/24/2023"," 09:45:00 AM",0,0,0,0,0,0
"357","04/24/2023"," 10:00:00 AM",0,0,0,0,0,0
"358","04/24/2023"," 10:15:00 AM",0,0,0,0,0,0
"359","04/24/2023"," 10:30:00 AM",0,0,0,0,0,0
"360","04/24/2023"," 10:45:00 AM",0,0,0,0,0,0
"361","04/24/2023"," 11:00:00 AM",0,0,0,0,0,0
"362","04/24/2023"," 11:15:00 AM",0,0,0,0,0,0
"363","04/24/2023"," 11:30:00 AM",0,0,0,0,0,0
"364","04/24/2023"," 11:45:00 AM",0,0,0,0,0,0
"365","04/24/2023"," 12:00:00 PM",0,0,0,0,0,0
"366","04/24/2023"," 12:15:00 PM",0,0,0,0,0,0
"367","04/24/2023"," 12:30:00 PM",0,0,0,0,0,0
"368","04/24/2023"," 12:45:00 PM",0,0,0,0,0,0
"369","04/24/2023"," 01:00:00 PM",0,0,0,0,0,0
"370","04/24/2023"," 01:15:00 PM",0,0,0,0,0,0
"371","04/24/2023"," 01:30:00 PM",0,0,0,0,0,0
"372","04/24/2023"," 01:45:00 PM",0,0,0,0,0,0
"373","04/24/2023"," 02:00:00 PM",0,0,0,0,0,0
"374","04/24/2023"," 02:15:00 PM",0,0,0,0,0,0
"375","04/24/2023"," 02:30:00 PM",0,0,0,0,0,0
"376","04/24/2023"," 02:45:00 PM",0,0,0,0,0,0
"377","04/24/2023"," 03:00:00 PM",0,0,0,0,0,0
"378","04/24/2023"," 03:15:00 PM",0,0,0,0,0,0
"379","04/24/2023"," 03:30:00 PM",0,0,0,0,0,0
"380","04/24/2023"," 03:45:00 PM",0,0,0,0,0,0
"381","04/24/2023"," 04:00:00 PM",0,0,0,0,0,0
"382","04/24/2023"," 04:15:00 PM",0,0,0,0,0,0
"383","04/24/2023"," 04:30:00 PM",0,0,0,0,0,0
"384","04/24/2023"," 04:45:00 PM",0,0,0,0,0,0
"385","04/24/2023"," 05:00:00 PM",0,0,0,0,0,0
"386","04/24/2023"," 05:15:00 PM",0,0,0,0,0,0
"387","04/24/2023"," 05:30:00 PM",0,0,0,0,0,0
"388","04/24/2023"," 05:45:00 PM",0,0,0,0,0,0
"389","04/24/2023"," 06:00:00 PM",0,0,0,0,0,0
"390","04/24/2023"," 06:15:00 PM",0,0,0,0,0,0
"391","04/24/2023"," 06:30:00 PM",0,0,0,0,0,0
"392","04/24/2023"," 06:45:00 PM",0,0,0,0,0,0
"393","04/24/2023"," 07:00:00 PM",0,0,0,0,0,0
"394","04/24/2023"," 07:15:00 PM",0,0,0,0,0,0
"395","04/24/2023"," 07:30:00 PM",0,0,0,0,0,0
"396","04/24/2023"," 07:45:00 PM",0,0,0,0,0,0
"397","04/24/2023"," 08:00:00 PM",0,0,0,0,0,0
"398","04/24/2023"," 08:15:00 PM",0,0,0,0,0,0
"399","04/24/2023"," 08:30:00 PM",0,0,0,0,0,0
"400","04/24/2023"," 08:45:00 PM",0,0,0,0,0,0
"401","04/24/2023"," 09:00:00 PM",0,0,0,0,0,0
"402","04/24/2023"," 09:15:00 PM",0,0,0,0,0,0
"403","04/24/2023"," 09:30:00 PM",0,0,0,0,0,0
"404","04/24/2023"," 09:45:00 PM",0,0,0,0,0,0
"405","04/24/2023"," 10:00:00 PM",0,0,0,0,0,0
"406","04/24/2023"," 10:15:00 PM",0,0,0,0,0,0
"407","04/24/2023"," 10:30:00 PM",0,0,0,0,0,0
"408","04/24/2023"," 10:45:00 PM",0,0,0,0,0,0
"409","04/24/2023"," 11:00:00 PM",0,0,0,0,0,0
"410","04/24/2023"," 11:15:00 PM",0,0,0,0,0,0
"411","04/24/2023"," 11:30:00 PM",0,0,0,0,0,0
"412","04/24/2023"," 11:45:00 PM",0,0,0,0,0,0
"413","04/25/2023"," 12:00:00 AM",0,0,0,0,0,0
"414","04/25/2023"," 12:15:00 AM",0,0,0,0,0,0
"415","04/25/2023"," 12:30:00 AM",0,0,0,0,0,0
"416","04/25/2023"," 12:45:00 AM",0,0,0,0,0,0
"417","04/25/2023"," 01:00:00 AM",0,0,0,0,0,0
"418","04/25/2023"," 01:15:00 AM",0,0,0,0,0,0
"419","04/25/2023"," 01:30:00 AM",0,0,0,0,0,0
"420","04/25/2023"," 01:45:00 AM",0,0,0,0,0,0
"421","04/25/2023"," 02:00:00 AM",0,0,0,0,0,0
"422","04/25/2023"," 02:15:00 AM",0,0,0,0,0,0
